id_pdv,mes,receita_bruta,receita_liquida,devolucoes,cmv,impostos,comissoes,aluguel,folha,energia,tecnologia,meta_receita,meta_margem,orcamento_mensal,cidade,regiao,canal,metragem_m2,data_abertura,lucro_bruto,despesas_variaveis,despesas_fixas,depreciacao_amortizacao,resultado_financeiro,ebitda,lucro_operacional,ir_csll,lucro_liquido,margem_bruta,margem_operacional,margem_ebitda,margem_liquida,receita_liquida_mes_anterior,var_receita_vs_mes_anterior,flag_margem_abaixo_10,flag_queda_receita_20,flag_ebitda_negativo,score_alerta
PDV007,2024-10-01,285404.46,278921.42,6483.04,134369.58,31751.47,11893.47,21784.42,46641.33,6105.51,3404.62,310805.8,0.115,78837.51,Curitiba,Sul,Quiosque,27,2022-09-04,144551.84,43644.94,77935.87999999999,2338.0763999999995,-4183.8213,22971.020000000004,20632.943600000006,3947.7893520000016,12501.332948000005,0.5182529186894288,0.07397403756226398,0.08235660065117983,0.04482026854732062,276785.68,0.0077162228912999176,True,False,False,1
PDV007,2024-11-01,237014.32,230462.95,6551.37,119695.65,25409.71,5452.83,21840.99,49261.27,5666.91,3490.83,252314.93,0.1638,82936.4,Curitiba,Sul,Quiosque,27,2022-09-04,110767.30000000002,30862.54,80260.0,2407.7999999999997,-3456.94425,-355.2399999999907,-2763.0399999999904,0.0,-6219.98424999999,0.48062953285983717,-0.011989085447357115,-0.001541419130493603,-0.026989085447357113,278921.42,-0.17373520470389103,True,False,True,2
PDV007,2024-12-01,302469.05,296130.95,6338.1,145911.16,29892.04,10224.36,21971.6,47980.52,6882.57,3506.48,317124.99,0.1734,81146.27,Curitiba,Sul,Quiosque,27,2022-09-04,150219.79,40116.4,80341.17,2410.2351,-4441.96425,29762.220000000016,27351.984900000018,5498.404956000004,17411.615694000015,0.5072748728223105,0.09236449246524221,0.10050357789349615,0.05879701427358408,230462.95,0.28493950979973137,True,False,False,1
PDV007,2025-01-01,221802.91,220357.51,1445.4,103913.93,23191.06,7658.44,21877.56,47930.99,7200.9,3574.11,237804.19,0.1547,84290.17,Curitiba,Sul,Quiosque,27,2022-09-04,116443.58000000002,30849.5,80583.56,2417.5067999999997,-3305.36265,5010.520000000019,2593.013200000019,0.0,-712.3494499999811,0.5284302767806734,0.011767301236976307,0.022738140397393393,-0.003232698763023693,296130.95,-0.25587815120304036,True,True,False,2
PDV007,2025-02-01,240497.45,233932.93,6564.52,114155.19,25181.2,9551.04,22689.6,47606.94,6968.08,3569.87,252890.39,0.1325,82025.04,Curitiba,Sul,Quiosque,27,2022-09-04,119777.73999999999,34732.240000000005,80834.49,2425.0347,-3508.9939499999996,4211.00999999998,1785.97529999998,0.0,-1723.0186500000195,0.5120174402124574,0.007634561324906161,0.018000928727733973,-0.007365438675093838,220357.51,0.06160634144032562,True,False,False,1
PDV007,2025-03-01,240760.95,235007.77,5753.18,116868.57,26431.26,6697.62,21570.75,48673.6,7296.89,3420.35,256579.57,0.126,83870.87,Curitiba,Sul,Quiosque,27,2022-09-04,118139.19999999998,33128.88,80961.59000000001,2428.8477000000003,-3525.1165499999997,4048.729999999967,1619.8822999999666,0.0,-1905.2342500000332,0.5027033787010531,0.00689288826492829,0.017228068671942067,-0.00810711173507171,233932.93,0.0045946502700582315,True,False,False,1
PDV007,2025-04-01,222790.29,216679.11,6111.17,106509.5,22748.65,7087.37,22314.61,49291.01,5974.57,3522.67,244602.21,0.1209,82778.16,Curitiba,Sul,Quiosque,27,2022-09-04,110169.60999999999,29836.02,81102.86,2433.0858,-3250.1866499999996,-769.2700000000186,-3202.3558000000185,0.0,-6452.542450000018,0.5084459226364738,-0.014779254908329735,-0.0035502730281660225,-0.029779254908329736,235007.77,-0.0779917191674131,True,False,True,2
PDV007,2025-05-01,239317.35,231314.76,8002.59,119483.02,24366.55,8305.37,21884.55,49630.34,6068.3,3559.92,250379.37,0.1562,83778.78,Curitiba,Sul,Quiosque,27,2022-09-04,111831.74,32671.92,81143.11,2434.2933,-3469.7214,-1983.2899999999936,-4417.583299999993,0.0,-7887.304699999993,0.4834613234365157,-0.01909771473294654,-0.008573988101753617,-0.03409771473294654,216679.11,0.0675452746690719,True,False,True,2
PDV007,2025-06-01,223592.35,221912.73,1679.62,113646.98,25398.7,9937.64,21156.66,49801.35,6525.93,3519.42,230629.92,0.1407,82979.92,Curitiba,Sul,Quiosque,27,2022-09-04,108265.75000000001,35336.34,81003.36,2430.1007999999997,-3328.69095,-8073.9499999999825,-10504.050799999983,0.0,-13832.741749999983,0.4878753463129403,-0.04733415158292173,-0.03638344677207109,-0.06233415158292173,231314.76,-0.04064604437693464,True,False,True,2
PDV007,2025-07-01,241174.07,238846.86,2327.21,121649.5,26212.76,7003.51,21478.48,46808.13,6123.75,3519.1,257185.99,0.139,76189.04,Curitiba,Sul,Quiosque,27,2022-09-04,117197.35999999999,33216.27,77929.46,2337.8838,-3582.7028999999998,6051.62999999999,3713.74619999999,31.450391999997663,99.5929079999926,0.49067992771602686,0.015548649875489217,0.025336862289083432,0.0004169739053718044,221912.73,0.07630986289069575,True,False,False,1
PDV007,2025-08-01,220878.35,214095.27,6783.08,109235.96,22013.25,8379.29,21517.32,49293.26,6241.29,3535.62,243512.23,0.1779,81798.92,Curitiba,Sul,Quiosque,27,2022-09-04,104859.30999999998,30392.54,80587.48999999999,2417.6247,-3211.4290499999997,-6120.720000000001,-8538.344700000001,0.0,-11749.77375,0.4897787326174931,-0.03988105248658694,-0.028588767981656025,-0.05488105248658693,238846.86,-0.10362953902764305,True,False,True,2
PDV007,2025-09-01,212778.86,206041.95,6736.92,93844.43,20584.37,8650.02,22037.93,47784.73,5947.64,3651.28,233613.8,0.1431,80293.88,Curitiba,Sul,Quiosque,27,2022-09-04,112197.52000000002,29234.39,79421.58,2382.6474,-3090.62925,3541.5500000000175,1158.9026000000176,0.0,-1931.7266499999823,0.5445372653481488,0.005624595379727369,0.017188490013805523,-0.00937540462027263,214095.27,-0.03761559047988294,True,False,False,1
PDV007,2025-10-01,228537.16,225337.33,3199.83,115861.83,24335.22,5131.0,22043.12,48556.78,6557.37,3489.6,251108.61,0.1365,84289.86,Curitiba,Sul,Quiosque,27,2022-09-04,109475.49999999999,29466.22,80646.87,2419.4060999999997,-3380.05995,-637.5900000000111,-3056.9961000000108,0.0,-6437.05605000001,0.4858294007477589,-0.013566310118256975,-0.0028294912343197246,-0.02856631011825697,206041.95,0.09364782268853489,True,False,True,2
PDV007,2025-11-01,248776.55,245805.61,2970.94,123541.81,23654.5,4916.11,22109.58,47648.08,6061.77,3529.72,257657.76,0.1433,82156.29,Curitiba,Sul,Quiosque,27,2022-09-04,122263.79999999999,28570.61,79349.15000000001,2380.4745000000003,-3687.0841499999997,14344.039999999979,11963.565499999979,1986.355523999995,6290.125825999985,0.49740036445872815,0.04867083993729834,0.05835521817423117,0.02558983835234674,225337.33,0.0908339510368743,True,False,False,1
PDV007,2025-12-01,281955.15,277188.01,4767.14,139815.51,27012.77,11409.3,21702.35,49421.93,7035.66,3615.57,301449.87,0.1199,79753.11,Curitiba,Sul,Quiosque,27,2022-09-04,137372.5,38422.07,81775.51000000001,2453.2653,-4157.82015,17174.919999999984,14721.654699999985,2535.3202919999962,8028.514257999988,0.4955932256954404,0.05311071968805572,0.061961265929215276,0.028964146962922342,245805.61,0.12767161823523887,True,False,False,1
PDV008,2024-07-01,433326.7,417284.38,16042.31,202621.62,49168.36,18698.39,49893.26,66268.49,7027.58,3378.76,460930.65,0.117,131413.37,Rio de Janeiro,Sudeste,Shopping,103,2023-03-22,214662.76,67866.75,126568.09,3797.0427,-6259.2657,20227.920000000013,16430.877300000015,2441.1867840000036,7730.424816000012,0.5144279783489619,0.039375730526985016,0.04847514301877298,0.018525555200508612,,,True,False,False,1
PDV008,2024-08-01,387868.04,371043.24,16824.81,183776.52,44523.39,18070.18,50903.75,66079.75,7608.73,3408.89,413310.26,0.1483,124759.41,Rio de Janeiro,Sudeste,Shopping,103,2023-03-22,187266.72,62593.57,128001.12,3840.0335999999998,-5565.6485999999995,-3327.970000000001,-7168.003600000001,0.0,-12733.6522,0.5047032254246163,-0.019318512850416036,-0.0089692241799096,-0.03431851285041603,417284.38,-0.11081445224477371,True,False,True,2
PDV008,2024-09-01,358251.19,345747.24,12503.95,165030.27,43140.89,17617.16,49530.79,69647.92,7191.76,3447.86,396094.45,0.1286,131169.27,Rio de Janeiro,Sudeste,Shopping,103,2023-03-22,180716.97,60758.05,129818.32999999999,3894.5498999999995,-5186.2086,-9859.409999999989,-13753.959899999989,0.0,-18940.16849999999,0.5226852136260003,-0.03978038957013797,-0.028516236311821288,-0.05478038957013797,371043.24,-0.06817534258271352,True,False,True,2
PDV008,2024-10-01,389592.51,374215.64,15376.87,184936.98,42250.14,17769.13,51185.51,65222.79,6610.99,3496.22,427943.23,0.1373,128169.36,Rio de Janeiro,Sudeste,Shopping,103,2023-03-22,189278.66,60019.270000000004,126515.51000000001,3795.4653000000003,-5613.2346,2743.87999999999,-1051.5853000000102,0.0,-6664.8199000000095,0.5058010402772048,-0.0028101051575503636,0.007332349871854608,-0.01781010515755036,345747.24,0.08233876284883723,True,False,False,1
PDV008,2024-11-01,439853.06,421848.92,18004.14,205872.84,49915.52,21823.09,50807.8,68837.59,6762.07,3486.14,465548.14,0.1344,134008.01,Rio de Janeiro,Sudeste,Shopping,103,2023-03-22,215976.08,71738.61,129893.59999999999,3896.8079999999995,-6327.7338,14343.86999999998,10447.061999999982,988.6387679999956,3130.689431999986,0.5119749506529494,0.024764937172293774,0.03400238644678759,0.007421352250943267,374215.64,0.127288319643722,True,False,False,1
PDV008,2024-12-01,438903.85,426745.5,12158.34,215030.83,51478.58,20180.77,50082.81,68666.75,7720.62,3554.83,460444.07,0.1623,126524.11,Rio de Janeiro,Sudeste,Shopping,103,2023-03-22,211714.67,71659.35,130025.01,3900.7502999999997,-6401.1825,10030.310000000012,6129.5597000000125,0.0,-271.62279999998736,0.49611459288967313,0.014363501665512613,0.023504196294981464,-0.0006364983344873873,421848.92,0.011607425710607577,True,False,False,1
PDV008,2025-01-01,333265.9,326209.13,7056.77,158191.19,36237.18,11888.73,53880.96,68100.59,8261.96,3461.36,348007.25,0.1529,128545.53,Rio de Janeiro,Sudeste,Shopping,103,2023-03-22,168017.94,48125.91,133704.86999999997,4011.146099999999,-4893.13695,-13812.839999999967,-17823.986099999966,0.0,-22717.123049999966,0.5150620401090552,-0.0546397524189466,-0.042343511354203875,-0.0696397524189466,426745.5,-0.23558858851470021,True,True,True,3
PDV008,2025-02-01,350756.73,339210.15,11546.59,160404.01,35880.5,15177.35,51857.05,65940.84,8147.16,3495.21,370792.17,0.133,125424.14,Rio de Janeiro,Sudeste,Shopping,103,2023-03-22,178806.14,51057.85,129440.26000000001,3883.2078,-5088.15225,-1691.9700000000012,-5575.177800000001,0.0,-10663.33005,0.5271249695800672,-0.016435763493515748,-0.004987969847010772,-0.03143576349351575,326209.13,0.039854862431348836,True,False,True,2
PDV008,2025-03-01,354498.37,341408.92,13089.45,173884.64,41756.2,15673.11,51303.82,67085.81,8331.49,3513.7,389076.78,0.1727,130682.16,Rio de Janeiro,Sudeste,Shopping,103,2023-03-22,167524.27999999997,57429.31,130234.82,3907.0446,-5121.1338,-20139.850000000035,-24046.894600000036,0.0,-29168.028400000036,0.49068512914073825,-0.07043428918025937,-0.05899040364850466,-0.08543428918025937,339210.15,0.006482028913344706,True,False,True,2
PDV008,2025-04-01,382009.64,365727.29,16282.35,176247.95,39057.57,20984.92,52372.28,65622.22,6925.57,3562.78,417007.44,0.1659,131083.48,Rio de Janeiro,Sudeste,Shopping,103,2023-03-22,189479.33999999997,60042.49,128482.85,3854.4855000000002,-5485.90935,953.9999999999709,-2900.4855000000293,0.0,-8386.39485000003,0.5180891477909674,-0.007930733033348509,0.0026085009953727297,-0.02293073303334851,341408.92,0.07122945118129898,True,False,False,1
PDV008,2025-05-01,349518.55,336464.95,13053.6,168177.15,40584.79,17816.77,52424.59,69097.17,7072.46,3521.61,367563.24,0.1726,132458.94,Rio de Janeiro,Sudeste,Shopping,103,2023-03-22,168287.80000000002,58401.56,132115.83,3963.4748999999993,-5046.97425,-22229.589999999967,-26193.06489999997,0.0,-31240.039149999968,0.5001644302029082,-0.07784782605142071,-0.06606807038890668,-0.09284782605142071,365727.29,-0.08001136584584645,True,False,True,2
PDV008,2025-06-01,394677.08,383159.1,11517.97,189661.39,45011.61,18363.44,55177.48,67738.25,7285.0,3601.12,414623.17,0.1779,138949.5,Rio de Janeiro,Sudeste,Shopping,103,2023-03-22,193497.70999999996,63375.05,133801.85,4014.0555,-5747.3865,-3679.190000000046,-7693.245500000046,0.0,-13440.632000000045,0.5050061710657531,-0.02007846218450781,-0.009602251388522538,-0.03507846218450781,336464.95,0.138778645442861,True,False,True,2
PDV008,2025-07-01,389783.43,376981.34,12802.08,187628.43,46263.5,18399.64,54070.15,68551.11,7086.0,3725.49,419059.67,0.1605,128880.68,Rio de Janeiro,Sudeste,Shopping,103,2023-03-22,189352.91000000003,64663.14,133432.75,4002.9825,-5654.7201000000005,-8742.979999999967,-12745.962499999967,0.0,-18400.682599999967,0.5022872219617025,-0.03381059258795135,-0.023192076297463334,-0.04881059258795135,383159.1,-0.016123224007990267,True,False,True,2
PDV008,2025-08-01,368953.06,356873.06,12079.99,176969.5,41847.67,18448.41,51434.96,67231.93,7263.44,3585.51,389563.24,0.1511,133635.25,Rio de Janeiro,Sudeste,Shopping,103,2023-03-22,179903.56,60296.08,129515.83999999998,3885.4751999999994,-5353.095899999999,-9908.359999999986,-13793.835199999985,0.0,-19146.931099999983,0.5041107894218746,-0.03865193747042712,-0.027764382102700567,-0.05365193747042711,376981.34,-0.053340252862383086,True,False,True,2
PDV008,2025-09-01,346866.95,337118.37,9748.58,173108.98,40940.88,17128.68,54316.95,73299.44,6722.91,3499.06,366006.16,0.1349,138561.33,Rio de Janeiro,Sudeste,Shopping,103,2023-03-22,164009.38999999998,58069.56,137838.36,4135.150799999999,-5056.775549999999,-31898.53,-36033.6808,0.0,-41090.45635,0.48650386509640514,-0.10688732506626679,-0.09462115636119146,-0.12188732506626679,356873.06,-0.05535494889975723,True,False,True,2
PDV008,2025-10-01,369233.82,355078.64,14155.18,175676.66,42797.37,17799.47,53597.77,68626.4,7847.46,3576.78,383088.1,0.1765,138306.26,Rio de Janeiro,Sudeste,Shopping,103,2023-03-22,179401.98,60596.840000000004,133648.41,4009.4523,-5326.1796,-14843.26999999999,-18852.72229999999,0.0,-24178.90189999999,0.505245767529131,-0.05309449844687923,-0.041802767972751016,-0.06809449844687923,337118.37,0.05327585678585245,True,False,True,2
PDV008,2025-11-01,418460.53,405107.92,13352.61,212334.34,48992.53,20926.59,51696.99,67836.92,7261.82,3581.01,437607.93,0.1283,133335.68,Rio de Janeiro,Sudeste,Shopping,103,2023-03-22,192773.58,69919.12,130376.74,3911.3022,-6076.618799999999,-7522.280000000013,-11433.582200000013,0.0,-17510.201000000012,0.4758573468521672,-0.028223546456460327,-0.01856858290995647,-0.04322354645646032,355078.64,0.140896337780273,True,False,True,2
PDV008,2025-12-01,456467.76,442162.06,14305.7,217245.66,52258.2,22465.23,54489.9,69078.06,8206.34,3608.56,472306.05,0.14,139421.58,Rio de Janeiro,Sudeste,Shopping,103,2023-03-22,224916.4,74723.43,135382.86,4061.4857999999995,-6632.430899999999,14810.110000000015,10748.624200000017,987.8863920000041,3128.306908000013,0.5086741273097922,0.024309241276829624,0.03349475529402051,0.007075023370390515,405107.92,0.09146733048319566,True,False,False,1
PDV009,2024-07-01,664775.37,638274.39,26500.98,363171.02,68120.66,40502.57,113698.71,109524.61,14346.89,6241.8,689695.56,0.1722,252691.9,Sao Paulo,Sudeste,Franquia,173,2020-12-26,275103.37,108623.23000000001,243812.01,7314.3603,-9574.11585,-77331.87000000002,-84646.23030000002,0.0,-94220.34615000003,0.4310111361353539,-0.13261730632808255,-0.1211577202713711,-0.14761730632808254,,,True,False,True,2
PDV009,2024-08-01,583321.79,557034.21,26287.58,291947.76,53865.5,37131.31,118580.23,111455.03,12670.32,6280.21,601048.11,0.1611,262651.97,Sao Paulo,Sudeste,Franquia,173,2020-12-26,265086.44999999995,90996.81,248985.79,7469.5737,-8355.513149999999,-74896.15000000005,-82365.72370000005,0.0,-90721.23685000004,0.47588899432226967,-0.14786474909682845,-0.13445520697911903,-0.16286474909682847,638274.39,-0.12728096453940452,True,False,True,2
PDV009,2024-09-01,610983.3,601097.48,9885.81,331630.12,58888.23,37499.32,118154.87,115982.35,13858.92,6087.18,633161.66,0.1369,248511.43,Sao Paulo,Sudeste,Franquia,173,2020-12-26,269467.36,96387.55,254083.32,7622.4996,-9016.4622,-81003.51000000001,-88626.0096,0.0,-97642.4718,0.4482922803136689,-0.1474403279814116,-0.13475935716782578,-0.16244032798141161,557034.21,0.07910334627383131,True,False,True,2
PDV009,2024-10-01,669210.27,642376.33,26833.94,342378.1,60373.44,36533.49,118948.19,110836.87,13937.08,6523.35,703352.29,0.179,245464.79,Sao Paulo,Sudeste,Franquia,173,2020-12-26,299998.23,96906.93,250245.49,7507.364699999999,-9635.64495,-47154.19,-54661.5547,0.0,-64297.19965,0.46701320704017846,-0.08509272858792914,-0.07340586475220842,-0.10009272858792914,601097.48,0.0686724722253036,True,False,True,2
PDV009,2024-11-01,725045.48,711010.66,14034.82,394418.68,74757.57,48203.23,118832.03,114991.46,13825.44,6512.44,768233.34,0.1497,245752.18,Sao Paulo,Sudeste,Franquia,173,2020-12-26,316591.98000000004,122960.80000000002,254161.37,7624.8411,-10665.1599,-60530.18999999997,-68155.03109999998,0.0,-78820.19099999998,0.44527037048924134,-0.09585655312115851,-0.08513260546614022,-0.11085655312115851,642376.33,0.106844425603291,True,False,True,2
PDV009,2024-12-01,812531.29,776087.7,36443.59,411172.69,86962.35,51652.5,125915.69,112241.7,15391.62,6399.32,840566.14,0.1698,255651.48,Sao Paulo,Sudeste,Franquia,173,2020-12-26,364915.00999999995,138614.85,259948.33000000002,7798.4499000000005,-11641.315499999999,-33648.17000000007,-41446.61990000007,0.0,-53087.93540000007,0.47019816188299335,-0.05340455711384174,-0.043356143899716586,-0.06840455711384173,711010.66,0.09152751661979286,True,False,True,2
PDV009,2025-01-01,523659.11,507276.68,16382.43,286728.83,53336.49,35051.8,119374.24,116486.58,15925.19,6631.34,576499.87,0.1566,265787.79,Sao Paulo,Sudeste,Franquia,173,2020-12-26,220547.84999999998,88388.29000000001,258417.35,7752.5205,-7609.1502,-126257.79000000004,-134010.31050000005,0.0,-141619.46070000005,0.4347683595469044,-0.2641759729621319,-0.24889334554074127,-0.2791759729621319,776087.7,-0.3463668088026649,True,True,True,3
PDV009,2025-02-01,548205.69,519093.01,29112.68,276232.73,55843.68,35747.46,122280.4,114717.91,14282.9,6537.41,602899.27,0.1521,250955.14,Sao Paulo,Sudeste,Franquia,173,2020-12-26,242860.28000000003,91591.14,257818.62,7734.558599999999,-7786.39515,-106549.47999999998,-114284.03859999999,0.0,-122070.43374999998,0.46785503815587887,-0.2201610046723611,-0.20526086452214024,-0.2351610046723611,507276.68,0.023293658994929523,True,False,True,2
PDV009,2025-03-01,580433.37,567193.54,13239.83,306348.17,59476.44,32114.5,119435.62,121969.93,16355.17,6622.59,601183.26,0.1514,273797.35,Sao Paulo,Sudeste,Franquia,173,2020-12-26,260845.37000000005,91590.94,264383.31,7931.4992999999995,-8507.9031,-95128.87999999995,-103060.37929999994,0.0,-111568.28239999994,0.4598877659995917,-0.1817023150510493,-0.1677185533530582,-0.1967023150510493,519093.01,0.0926626424809689,True,False,True,2
PDV009,2025-04-01,524585.25,502697.35,21887.9,262234.04,52282.71,27758.14,123961.87,117152.2,14155.77,6583.17,571926.9,0.1725,272478.3,Sao Paulo,Sudeste,Franquia,173,2020-12-26,240463.31,80040.85,261853.01,7855.5903,-7540.460249999999,-101430.55000000002,-109286.14030000001,0.0,-116826.60055000002,0.47834608636787124,-0.2173994756487179,-0.20177259736897366,-0.2323994756487179,567193.54,-0.11371107999572783,True,False,True,2
PDV009,2025-05-01,534816.6,514588.64,20227.96,285257.01,58915.55,36561.92,116779.33,114638.35,14095.67,6848.3,555451.41,0.1266,255582.7,Sao Paulo,Sudeste,Franquia,173,2020-12-26,229331.63,95477.47,252361.65,7570.849499999999,-7718.8296,-118507.48999999999,-126078.33949999999,0.0,-133797.1691,0.4456601101804346,-0.24500801164207586,-0.2302955813404664,-0.2600080116420759,502697.35,0.023654968541210852,True,False,True,2
PDV009,2025-06-01,590262.95,574665.24,15597.71,306080.71,59980.04,40922.58,118995.09,109600.44,14143.42,6442.78,637796.99,0.163,259851.64,Sao Paulo,Sudeste,Franquia,173,2020-12-26,268584.52999999997,100902.62,249181.73,7475.4519,-8619.9786,-81499.82000000004,-88975.27190000004,0.0,-97595.25050000004,0.4673756324638671,-0.15482974383486295,-0.14182138456817056,-0.16982974383486296,514588.64,0.11674684462525242,True,False,True,2
PDV009,2025-07-01,599597.17,580953.18,18643.99,317468.54,58895.9,28350.01,122363.38,118965.83,13872.4,6293.16,625278.6,0.1242,265140.99,Sao Paulo,Sudeste,Franquia,173,2020-12-26,263484.6400000001,87245.91,261494.77000000002,7844.8431,-8714.297700000001,-85256.03999999995,-93100.88309999995,0.0,-101815.18079999994,0.453538510624901,-0.16025539803396882,-0.14675199815585818,-0.17525539803396883,574665.24,0.010941918115666915,True,False,True,2
PDV009,2025-08-01,529268.28,512493.11,16775.17,273390.19,51862.92,32892.68,119298.56,118888.7,14087.82,6474.33,571599.61,0.1476,264084.73,Sao Paulo,Sudeste,Franquia,173,2020-12-26,239102.91999999998,84755.6,258749.41,7762.4823,-7687.39665,-104402.09000000003,-112164.57230000003,0.0,-119851.96895000002,0.46654855516008786,-0.21886064438993147,-0.203714133834892,-0.23386064438993145,580953.18,-0.11784094201877005,True,False,True,2
PDV009,2025-09-01,523941.99,506969.62,16972.37,253798.11,51633.98,27251.41,125699.97,112290.62,13159.74,6727.94,564535.19,0.1514,256294.68,Sao Paulo,Sudeste,Franquia,173,2020-12-26,253171.51,78885.39,257878.27,7736.348099999999,-7604.5443,-83592.15,-91328.4981,0.0,-98933.04239999999,0.4993820142516627,-0.18014589927499008,-0.16488591564914679,-0.19514589927499007,512493.11,-0.010777686357578475,True,False,True,2
PDV009,2025-10-01,562694.74,551249.1,11445.64,293258.96,63041.89,31427.08,121534.09,119859.6,15178.34,6521.61,602315.35,0.1264,255352.12,Sao Paulo,Sudeste,Franquia,173,2020-12-26,257990.13999999996,94468.97,263093.64,7892.8092,-8268.736499999999,-99572.47000000006,-107465.27920000006,0.0,-115734.01570000006,0.46801008836114194,-0.19494867057379334,-0.1806306259729042,-0.20994867057379335,506969.62,0.08734148606379999,True,False,True,2
PDV009,2025-11-01,642748.65,619577.5,23171.15,329963.21,61533.02,32948.55,122360.04,119791.89,13959.52,6622.9,688879.56,0.1487,257788.13,Sao Paulo,Sudeste,Franquia,173,2020-12-26,289614.29,94481.57,262734.35,7882.030499999999,-9293.6625,-67601.63,-75483.6605,0.0,-84777.323,0.46743835920445787,-0.12183086135309949,-0.10910923976419415,-0.1368308613530995,551249.1,0.12395194840227419,True,False,True,2
PDV009,2025-12-01,810181.78,784076.53,26105.25,415034.99,85994.65,51587.93,120182.9,116464.01,16526.11,6519.79,868995.49,0.155,261318.5,Sao Paulo,Sudeste,Franquia,173,2020-12-26,369041.54000000004,137582.58,259692.80999999997,7790.784299999998,-11761.14795,-28233.84999999992,-36024.63429999992,0.0,-47785.78224999992,0.47067030561417267,-0.04594530370651436,-0.03600904875956422,-0.06094530370651435,619577.5,0.26550194285622064,True,False,True,2
PDV010,2024-07-01,335614.46,320617.99,14996.47,199085.85,30491.38,13001.04,49495.85,72938.12,11729.8,4099.16,366664.6,0.0626,132903.83,Belo Horizonte,Sudeste,Shopping,108,2024-03-30,121532.13999999998,43492.42,138262.93,4147.8879,-4809.26985,-60223.21000000001,-64371.09790000001,0.0,-69180.36775,0.3790558976431734,-0.20077194639015736,-0.18783478119864705,-0.21577194639015734,,,True,False,True,2
PDV010,2024-08-01,305074.83,287158.32,17916.51,184086.56,30805.8,12857.56,47837.57,74813.59,10628.44,4274.38,326412.5,0.0786,145119.47,Belo Horizonte,Sudeste,Shopping,108,2024-03-30,103071.76000000001,43663.36,137553.98,4126.6194000000005,-4307.3748,-78145.58,-82272.1994,0.0,-86579.5742,0.35893704908149626,-0.2865046689227044,-0.27213413144358833,-0.3015046689227044,320617.99,-0.10435992690241735,True,False,True,2
PDV010,2024-09-01,304131.21,286987.58,17143.63,179117.73,32528.21,12185.24,50299.29,75249.18,11658.85,4223.65,327949.42,0.0638,136357.18,Belo Horizonte,Sudeste,Shopping,108,2024-03-30,107869.85,44713.45,141430.97,4242.9291,-4304.8137,-78274.56999999999,-82517.49909999999,0.0,-86822.31279999999,0.37586940173508554,-0.2875298613967893,-0.2727454965124274,-0.3025298613967893,287158.32,-0.000594584896582484,True,False,True,2
PDV010,2024-10-01,346354.93,326133.48,20221.45,202937.53,33843.69,12766.44,50691.43,74843.95,10263.02,4185.9,380546.15,0.0473,147350.03,Belo Horizonte,Sudeste,Shopping,108,2024-03-30,123195.94999999998,46610.130000000005,139984.3,4199.5289999999995,-4892.0022,-63398.48000000001,-67598.009,0.0,-72490.01120000001,0.37774701941058,-0.20727098916676695,-0.19439427071394208,-0.22227098916676696,286987.58,0.13640276697688436,True,False,True,2
PDV010,2024-11-01,317768.33,296449.59,21318.74,186950.83,31682.02,10810.93,50383.51,73240.39,11551.87,4260.13,346816.45,0.0936,142957.59,Belo Horizonte,Sudeste,Shopping,108,2024-03-30,109498.76000000004,42492.95,139435.9,4183.076999999999,-4446.74385,-72430.08999999995,-76613.16699999996,0.0,-81059.91084999996,0.3693672168681361,-0.2584357326991073,-0.24432514816431336,-0.2734357326991073,326133.48,-0.09101761033549804,True,False,True,2
PDV010,2024-12-01,392272.43,376985.9,15286.53,237355.41,41875.23,15995.37,49678.81,73783.69,13133.79,4221.01,405031.68,0.0486,143833.59,Belo Horizonte,Sudeste,Shopping,108,2024-03-30,139630.49000000002,57870.600000000006,140817.30000000002,4224.519,-5654.788500000001,-59057.41,-63281.929000000004,0.0,-68936.7175,0.37038650517167887,-0.16786285375659937,-0.15665681395511077,-0.18286285375659936,296449.59,0.271669493622845,True,False,True,2
PDV010,2025-01-01,250411.82,240768.04,9643.78,148980.86,25205.97,5892.26,49778.44,73868.37,11692.37,4306.41,275170.26,0.0894,146657.88,Belo Horizonte,Sudeste,Shopping,108,2024-03-30,91787.18000000002,31098.230000000003,139645.59,4189.3677,-3611.5206,-78956.63999999998,-83146.00769999999,0.0,-86757.52829999999,0.3812265946925515,-0.34533656418850267,-0.3279365483890635,-0.3603365641885027,376985.9,-0.36133409764131763,True,True,True,3
PDV010,2025-02-01,291808.52,272723.18,19085.34,173833.87,27720.24,11039.11,49963.42,71701.73,13035.82,4438.73,302487.03,0.0698,145926.4,Belo Horizonte,Sudeste,Shopping,108,2024-03-30,98889.31,38759.350000000006,139139.7,4174.191,-4090.8477,-79009.74000000002,-83183.93100000003,0.0,-87274.77870000002,0.36259957807766835,-0.3050123242182789,-0.28970672753229126,-0.32001232421827885,240768.04,0.13272168515389327,True,False,True,2
PDV010,2025-03-01,295426.52,282008.86,13417.67,170880.52,32399.84,13726.6,48314.28,76452.3,12782.41,4285.08,324683.83,0.0575,148665.05,Belo Horizonte,Sudeste,Shopping,108,2024-03-30,111128.34,46126.44,141834.06999999998,4255.022099999999,-4230.1329,-76832.16999999998,-81087.19209999999,0.0,-85317.32499999998,0.3940597469171713,-0.28753420052121764,-0.27244594371964054,-0.3025342005212176,272723.18,0.034048004280384125,True,False,True,2
